"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient_X", "Skin_Friction_Coefficient_Y"
70, 2.472257710730000e-01, 2.220446049250313e-16, 3.469169858743931e+04, 3.695618555981470e-03, 2.128110023294061e-03, 0.000000000000000e+00
71, 2.551187880890000e-01, 2.220446049250313e-16, 3.468971636675282e+04, 3.675000900457637e-03, 2.118162184330347e-03, 0.000000000000000e+00
72, 2.631992566980000e-01, 2.220446049250313e-16, 3.468796881525280e+04, 3.656824107589302e-03, 2.108351559203279e-03, 0.000000000000000e+00
73, 2.714757349350000e-01, 2.220446049250313e-16, 3.468639955853503e+04, 3.640501810755381e-03, 2.098678228593658e-03, 0.000000000000000e+00
74, 2.799572875080000e-01, 2.220446049250313e-16, 3.468457546096816e+04, 3.621528839919207e-03, 2.089126488128376e-03, 0.000000000000000e+00
75, 2.886535243940000e-01, 2.220446049250313e-16, 3.468261855287474e+04, 3.601174468058923e-03, 2.079678826915413e-03, 0.000000000000000e+00
76, 2.975746430190000e-01, 2.220446049250313e-16, 3.468085917515079e+04, 3.582874667186192e-03, 2.070332219234793e-03, 0.000000000000000e+00
77, 3.067314743950000e-01, 2.220446049250313e-16, 3.467928449014734e+04, 3.566495909169545e-03, 2.061083275317238e-03, 0.000000000000000e+00
78, 3.161355336610000e-01, 2.220446049250313e-16, 3.467771555132284e+04, 3.550176918836145e-03, 2.051927507318690e-03, 0.000000000000000e+00
79, 3.257990755320000e-01, 2.220446049250313e-16, 3.467590351740339e+04, 3.531329425515488e-03, 2.042853435194204e-03, 0.000000000000000e+00
80, 3.357351552200000e-01, 2.220446049250313e-16, 3.467408802792031e+04, 3.512445989869612e-03, 2.033849509611332e-03, 0.000000000000000e+00
81, 3.459576954530000e-01, 2.220446049250313e-16, 3.467245717006943e+04, 3.495482961682595e-03, 2.024909368334682e-03, 0.000000000000000e+00
82, 3.564815603450000e-01, 2.220446049250313e-16, 3.467102202926371e+04, 3.480555643568043e-03, 2.016035096585050e-03, 0.000000000000000e+00
83, 3.673226369200000e-01, 2.220446049250313e-16, 3.466939279150646e+04, 3.463609466447409e-03, 2.007221114087596e-03, 0.000000000000000e+00
84, 3.784979252510000e-01, 2.220446049250313e-16, 3.466758997006890e+04, 3.444857794837950e-03, 1.998454257700044e-03, 0.000000000000000e+00
85, 3.900256382880000e-01, 2.220446049250313e-16, 3.466591463128304e+04, 3.427432107472327e-03, 1.989727088554011e-03, 0.000000000000000e+00
86, 4.019253126140000e-01, 2.220446049250313e-16, 3.466440642547214e+04, 3.411744818927635e-03, 1.981033798599222e-03, 0.000000000000000e+00
87, 4.142179315450000e-01, 2.220446049250313e-16, 3.466299990730764e+04, 3.397115213252921e-03, 1.972376017852110e-03, 0.000000000000000e+00
88, 4.269260622260000e-01, 2.220446049250313e-16, 3.466133481320653e+04, 3.379796083841445e-03, 1.963749091067978e-03, 0.000000000000000e+00
89, 4.400740085990000e-01, 2.220446049250313e-16, 3.465960718056961e+04, 3.361826472878131e-03, 1.955138830965244e-03, 0.000000000000000e+00
90, 4.536879824320000e-01, 2.220446049250313e-16, 3.465804772790374e+04, 3.345606150847546e-03, 1.946537414933824e-03, 0.000000000000000e+00
91, 4.677962949600000e-01, 2.220446049250313e-16, 3.465667774796798e+04, 3.331356589947177e-03, 1.937946278600721e-03, 0.000000000000000e+00
92, 4.824295720830000e-01, 2.220446049250313e-16, 3.465515981924026e+04, 3.315568170508744e-03, 1.929364382325116e-03, 0.000000000000000e+00
93, 4.976209965680000e-01, 2.220446049250313e-16, 3.465343581878358e+04, 3.297636338911445e-03, 1.920780724429761e-03, 0.000000000000000e+00
94, 5.134065813120000e-01, 2.220446049250313e-16, 3.465178827406259e+04, 3.280499745721401e-03, 1.912183917135249e-03, 0.000000000000000e+00
95, 5.298254783930000e-01, 2.220446049250313e-16, 3.465030659475834e+04, 3.265088367109468e-03, 1.903568760050611e-03, 0.000000000000000e+00
96, 5.469203295140000e-01, 2.220446049250313e-16, 3.464888082535613e+04, 3.250258523696226e-03, 1.894937191211906e-03, 0.000000000000000e+00
97, 5.647376644470000e-01, 2.220446049250313e-16, 3.464719413856001e+04, 3.232714802365969e-03, 1.886285401464484e-03, 0.000000000000000e+00
98, 5.833283553420000e-01, 2.220446049250313e-16, 3.464547486859996e+04, 3.214832174043868e-03, 1.877597455512835e-03, 0.000000000000000e+00
99, 6.027481362320000e-01, 2.220446049250313e-16, 3.464391054603302e+04, 3.198561198751794e-03, 1.868862469158204e-03, 0.000000000000000e+00
100, 6.230581989500000e-01, 2.220446049250313e-16, 3.464253718310191e+04, 3.184276450330170e-03, 1.860084162162159e-03, 0.000000000000000e+00
101, 6.443258788700000e-01, 2.220446049250313e-16, 3.464087032226720e+04, 3.166938944607137e-03, 1.851262238727531e-03, 0.000000000000000e+00
102, 6.666254466970000e-01, 2.220446049250313e-16, 3.463911113540045e+04, 3.148641128895824e-03, 1.842377769644950e-03, 0.000000000000000e+00
103, 6.900390259370000e-01, 2.220446049250313e-16, 3.463750127889922e+04, 3.131896541872126e-03, 1.833417564437289e-03, 0.000000000000000e+00
104, 7.146576599530000e-01, 2.220446049250313e-16, 3.463608050336177e+04, 3.117118641102730e-03, 1.824384692928074e-03, 0.000000000000000e+00
105, 7.405825578610000e-01, 2.220446049250313e-16, 3.463434571509852e+04, 3.099074602382860e-03, 1.815277020975408e-03, 0.000000000000000e+00
106, 7.679265552350000e-01, 2.220446049250313e-16, 3.463253921589589e+04, 3.080284677266147e-03, 1.806071361498712e-03, 0.000000000000000e+00
107, 7.968158341210000e-01, 2.220446049250313e-16, 3.463090202941980e+04, 3.063255823202480e-03, 1.796693295334840e-03, 0.000000000000000e+00
108, 8.273919576770000e-01, 2.220446049250313e-16, 3.462931680329594e+04, 3.046767423917913e-03, 1.787203569334568e-03, 0.000000000000000e+00
109, 8.598142887360000e-01, 2.220446049250313e-16, 3.462745409990731e+04, 3.027392902669243e-03, 1.777597413492927e-03, 0.000000000000000e+00
110, 8.942628795040000e-01, 2.220446049250313e-16, 3.462563654744926e+04, 3.008488009418981e-03, 1.767852180803255e-03, 0.000000000000000e+00
111, 9.309419431120000e-01, 2.220446049250313e-16, 3.462401473509219e+04, 2.991619066051508e-03, 1.757960234254968e-03, 0.000000000000000e+00
112, 9.700840484090000e-01, 2.220446049250313e-16, 3.462217036458688e+04, 2.972435230469592e-03, 1.747920430581879e-03, 0.000000000000000e+00
113, 1.011955220140000e+00, 2.220446049250313e-16, 3.462028855019393e+04, 2.952861930090834e-03, 1.737686090699986e-03, 0.000000000000000e+00
114, 1.054913688830000e+00, 2.220446049250313e-16, 3.461865812657763e+04, 2.935903418504397e-03, 1.727647027338129e-03, 0.000000000000000e+00
115, 1.097872157520000e+00, 2.220446049250313e-16, 3.461704145337105e+04, 2.919087928940049e-03, 1.718049016026018e-03, 0.000000000000000e+00
116, 1.140830626210000e+00, 2.220446049250313e-16, 3.461533108055373e+04, 2.901297842394576e-03, 1.708862509108197e-03, 0.000000000000000e+00
117, 1.183789094900000e+00, 2.220446049250313e-16, 3.461379569021420e+04, 2.885327799638680e-03, 1.700054758708029e-03, 0.000000000000000e+00
118, 1.226747563590000e+00, 2.220446049250313e-16, 3.461251949588509e+04, 2.872053730187989e-03, 1.691611080307360e-03, 0.000000000000000e+00
119, 1.269706032280000e+00, 2.220446049250313e-16, 3.461108786189292e+04, 2.857162887463993e-03, 1.683511668069903e-03, 0.000000000000000e+00
120, 1.312664500970000e+00, 2.220446049250313e-16, 3.460960158430006e+04, 2.841703680711123e-03, 1.675725160968445e-03, 0.000000000000000e+00
121, 1.355622969660000e+00, 2.220446049250313e-16, 3.460829182556925e+04, 2.828080498128430e-03, 1.668228531202739e-03, 0.000000000000000e+00
122, 1.398581438350000e+00, 2.220446049250313e-16, 3.460718973936298e+04, 2.816617378046400e-03, 1.661010518987644e-03, 0.000000000000000e+00
123, 1.441539907040000e+00, 2.220446049250313e-16, 3.460596956445569e+04, 2.803925982941427e-03, 1.654059678389343e-03, 0.000000000000000e+00
124, 1.484498375720000e+00, 2.220446049250313e-16, 3.460466959896495e+04, 2.790404662705193e-03, 1.647354114629053e-03, 0.000000000000000e+00
125, 1.527456844410000e+00, 2.220446049250313e-16, 3.460345377915840e+04, 2.777758566273443e-03, 1.640873294905711e-03, 0.000000000000000e+00
126, 1.570415313100000e+00, 2.220446049250313e-16, 3.460242188337611e+04, 2.767025517263957e-03, 1.634604147393095e-03, 0.000000000000000e+00
127, 1.613373781790000e+00, 2.220446049250313e-16, 3.460151103449896e+04, 2.757551512421117e-03, 1.628540172880401e-03, 0.000000000000000e+00
128, 1.656332250480000e+00, 2.220446049250313e-16, 3.460046065468412e+04, 2.746626205597725e-03, 1.622672890905758e-03, 0.000000000000000e+00
129, 1.699290719170000e+00, 2.220446049250313e-16, 3.459934605144379e+04, 2.735032892193518e-03, 1.616986931273945e-03, 0.000000000000000e+00
130, 1.742249187860000e+00, 2.220446049250313e-16, 3.459829424664214e+04, 2.724092763666748e-03, 1.611469082062000e-03, 0.000000000000000e+00
131, 1.785207656550000e+00, 2.220446049250313e-16, 3.459736989672228e+04, 2.714478330540757e-03, 1.606097687191315e-03, 0.000000000000000e+00
132, 1.828166125240000e+00, 2.220446049250313e-16, 3.459665230522263e+04, 2.707014452049633e-03, 1.600907130481182e-03, 0.000000000000000e+00
133, 1.871124593930000e+00, 2.220446049250313e-16, 3.459582397263890e+04, 2.698398723242567e-03, 1.595755907980908e-03, 0.000000000000000e+00
134, 1.914083062620000e+00, 2.220446049250313e-16, 3.459441730295185e+04, 2.683767541537592e-03, 1.591005940823114e-03, 0.000000000000000e+00
135, 1.957041531310000e+00, 2.220446049250313e-16, 3.459778265244385e+04, 2.718771523191197e-03, 1.584085919383886e-03, 0.000000000000000e+00
136, 2.000000000000000e+00, 2.220446049250313e-16, 3.449886917202420e+04, 1.689943562786382e-03, 1.601515040805173e-03, 0.000000000000000e+00
